date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:49:31	713576/713576	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:49:22%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-brands-400.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-brands-400.svg	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:31	40460/40460	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:49:28%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-regular-400.eot	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-regular-400.svg	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:33	40460/40460	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:33%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-regular-400d41d.eot?	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-regular-400d41dd41d.eot	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:35	14844/14844	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:35%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-regular-400.woff2	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-regular-400.woff2	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:36	18112/18112	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:37%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-regular-400.woff	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-regular-400.woff	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:38	40232/40232	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:38%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-regular-400.ttf	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-regular-400.ttf	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:39	140249/140249	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:49:40%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-regular-400.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-regular-401.svg	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:41	197172/197172	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:41%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-solid-900.eot	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-solid-900.eot	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:42	197172/197172	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:42%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-solid-900d41d.eot?	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-solid-900d41dd41d.eot	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:43	73852/73852	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:44%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-solid-900.woff2	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-solid-900.woff2	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:45	95436/95436	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:45%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-solid-900.woff	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-solid-900.woff	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:46	196952/196952	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:47%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-solid-900.ttf	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-solid-900.ttf	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:48	746673/746673	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:49:48%20GMT	https://jun4web.junaaa21.repl.co/webfonts/fa-solid-900.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/webfonts/fa-solid-900.svg	(from https://jun4web.junaaa21.repl.co/css/all.min.css)
21:49:49	54266/54266	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:49%20GMT	https://jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26c.eot?v=2.4.0	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26cb26c.eot	(from https://jun4web.junaaa21.repl.co/css/simple-line-icons.css)
21:49:50	30064/30064	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:51%20GMT	https://jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26c.woff2?v=2.4.0	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26cb26c.woff2	(from https://jun4web.junaaa21.repl.co/css/simple-line-icons.css)
21:49:51	54056/54056	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:52%20GMT	https://jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26c.ttf?v=2.4.0	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26cb26c.ttf	(from https://jun4web.junaaa21.repl.co/css/simple-line-icons.css)
21:49:53	81332/81332	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:53%20GMT	https://jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26c.woff?v=2.4.0	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26cb26c.woff	(from https://jun4web.junaaa21.repl.co/css/simple-line-icons.css)
21:49:54	17422/17422	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Sep%202023%2014:49:55%20GMT	https://jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26c.svg?v=2.4.0	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/Simple-Line-Iconsb26c.3db26c.delayed	(from https://jun4web.junaaa21.repl.co/css/simple-line-icons.css)
21:49:56	4178/4178	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Sep%202023%2014:49:56%20GMT	https://jun4web.junaaa21.repl.co/images/ajax-loader.gif	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/ajax-loader.gif	(from https://jun4web.junaaa21.repl.co/css/slick.css)
21:49:57	2048/2048	---M--	200	added ('OK')	image/gif	date:Mon,%2018%20Sep%202023%2014:49:58%20GMT	https://jun4web.junaaa21.repl.co/fonts/slick.eot	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/slick.gif	(from https://jun4web.junaaa21.repl.co/css/slick.css)
21:49:59	2048/2048	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:49:59%20GMT	https://jun4web.junaaa21.repl.co/fonts/slickd41d.eot?	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/slickd41dd41d.eot	(from https://jun4web.junaaa21.repl.co/css/slick.css)
21:50:00	1380/1380	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:50:01%20GMT	https://jun4web.junaaa21.repl.co/fonts/slick.woff	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/slick.woff	(from https://jun4web.junaaa21.repl.co/css/slick.css)
21:50:01	1892/1892	---M--	200	added ('OK')		date:Mon,%2018%20Sep%202023%2014:50:02%20GMT	https://jun4web.junaaa21.repl.co/fonts/slick.ttf	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/slick.ttf	(from https://jun4web.junaaa21.repl.co/css/slick.css)
21:50:04	2152/2152	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:04%20GMT	https://jun4web.junaaa21.repl.co/fonts/slick.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/fonts/slick.svg	(from https://jun4web.junaaa21.repl.co/css/slick.css)
21:50:05	2365/2365	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:06%20GMT	https://jun4web.junaaa21.repl.co/images/dots-bg.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/dots-bg.svg	(from https://jun4web.junaaa21.repl.co/css/style.css)
21:50:07	658232/658232	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:07%20GMT	https://jun4web.junaaa21.repl.co/images/map.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/map.svg	(from https://jun4web.junaaa21.repl.co/css/style.css)
21:50:07	2364/2364	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:08%20GMT	https://jun4web.junaaa21.repl.co/images/dots-bg-light.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/dots-bg-light.svg	(from https://jun4web.junaaa21.repl.co/css/style.css)
21:50:09	24081/24081	---M--	200	added ('OK')	image/png	date:Mon,%2018%20Sep%202023%2014:50:09%20GMT	https://jun4web.junaaa21.repl.co/images/map-light.png	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/map-light.png	(from https://jun4web.junaaa21.repl.co/css/style.css)
21:50:10	17422/17422	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2018%20Sep%202023%2014:50:11%20GMT	https://jun4web.junaaa21.repl.co/external.html?link=https://cdn.jsdelivr.net/	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/external.482009.delayed	(from https://jun4web.junaaa21.repl.co/css/bootstrap.mins.css)
21:50:14	23435/23435	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:14%20GMT	https://jun4web.junaaa21.repl.co/images/works/1.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/works/1.svg	(from https://jun4web.junaaa21.repl.co/works-2.html)
21:50:15	3473587/3473587	UR-M--	200	added ('Partial%20Content')	text/html	date:Mon,%2018%20Sep%202023%2014:50:14%20GMT	https://jun4web.junaaa21.repl.co/bs.mp3	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/bs.mp3	(from https://jun4web.junaaa21.repl.co/)
21:50:16	29287/29287	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:16%20GMT	https://jun4web.junaaa21.repl.co/images/works/3.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/works/3.svg	(from https://jun4web.junaaa21.repl.co/works-2.html)
21:50:17	21663/21663	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:18%20GMT	https://jun4web.junaaa21.repl.co/images/single-work.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/single-work.svg	(from https://jun4web.junaaa21.repl.co/works-2.html)
21:50:25	54755/54755	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2018%20Sep%202023%2014:50:19%20GMT	https://jun4web.junaaa21.repl.co/images/works/4.svg	/storage/emulated/0/HTTrack/Websites/web1/jun4web.junaaa21.repl.co/images/works/4.svg	(from https://jun4web.junaaa21.repl.co/works-2.html)
